port,TCP,TCPflag,UDP
514,Filtrado,none,Abierto | Filtrado
515,Filtrado,none,Abierto | Filtrado
516,Filtrado,none,Abierto | Filtrado
517,Filtrado,none,Abierto | Filtrado
518,Filtrado,none,Abierto | Filtrado
519,Filtrado,none,Abierto | Filtrado
520,Filtrado,none,Abierto | Filtrado
521,Filtrado,none,Abierto | Filtrado
522,Filtrado,none,Abierto | Filtrado
523,Filtrado,none,Abierto | Filtrado
524,Filtrado,none,Abierto | Filtrado
525,Filtrado,none,Abierto | Filtrado
526,Filtrado,none,Abierto | Filtrado
527,Filtrado,none,Abierto | Filtrado
528,Filtrado,none,Abierto | Filtrado
529,Filtrado,none,Abierto | Filtrado
530,Filtrado,none,Abierto | Filtrado
531,Filtrado,none,Abierto | Filtrado
532,Filtrado,none,Abierto | Filtrado
533,Filtrado,none,Abierto | Filtrado
534,Filtrado,none,Abierto | Filtrado
535,Filtrado,none,Abierto | Filtrado
536,Filtrado,none,Abierto | Filtrado
537,Filtrado,none,Abierto | Filtrado
538,Filtrado,none,Abierto | Filtrado
539,Filtrado,none,Abierto | Filtrado
540,Filtrado,none,Abierto | Filtrado
541,Filtrado,none,Abierto | Filtrado
542,Filtrado,none,Abierto | Filtrado
543,Filtrado,none,Abierto | Filtrado
544,Filtrado,none,Abierto | Filtrado
545,Filtrado,none,Abierto | Filtrado
546,Filtrado,none,Abierto | Filtrado
547,Filtrado,none,Abierto | Filtrado
548,Filtrado,none,Abierto | Filtrado
549,Filtrado,none,Abierto | Filtrado
550,Filtrado,none,Abierto | Filtrado
551,Filtrado,none,Abierto | Filtrado
552,Filtrado,none,Abierto | Filtrado
553,Filtrado,none,Abierto | Filtrado
554,Filtrado,none,Abierto | Filtrado
555,Filtrado,none,Abierto | Filtrado
556,Filtrado,none,Abierto | Filtrado
557,Filtrado,none,Abierto | Filtrado
558,Filtrado,none,Abierto | Filtrado
559,Filtrado,none,Abierto | Filtrado
560,Filtrado,none,Abierto | Filtrado
561,Filtrado,none,Abierto | Filtrado
562,Filtrado,none,Abierto | Filtrado
563,Filtrado,none,Abierto | Filtrado
564,Filtrado,none,Abierto | Filtrado
565,Filtrado,none,Abierto | Filtrado
566,Filtrado,none,Abierto | Filtrado
567,Filtrado,none,Abierto | Filtrado
568,Filtrado,none,Abierto | Filtrado
569,Filtrado,none,Abierto | Filtrado
570,Filtrado,none,Abierto | Filtrado
571,Filtrado,none,Abierto | Filtrado
572,Filtrado,none,Abierto | Filtrado
573,Filtrado,none,Abierto | Filtrado
574,Filtrado,none,Abierto | Filtrado
575,Filtrado,none,Abierto | Filtrado
576,Filtrado,none,Abierto | Filtrado
577,Filtrado,none,Abierto | Filtrado
578,Filtrado,none,Abierto | Filtrado
579,Filtrado,none,Abierto | Filtrado
580,Filtrado,none,Abierto | Filtrado
581,Filtrado,none,Abierto | Filtrado
582,Filtrado,none,Abierto | Filtrado
583,Filtrado,none,Abierto | Filtrado
584,Filtrado,none,Abierto | Filtrado
585,Filtrado,none,Abierto | Filtrado
586,Filtrado,none,Abierto | Filtrado
587,Filtrado,none,Abierto | Filtrado
588,Filtrado,none,Abierto | Filtrado
589,Filtrado,none,Abierto | Filtrado
590,Filtrado,none,Abierto | Filtrado
591,Filtrado,none,Abierto | Filtrado
592,Filtrado,none,Abierto | Filtrado
593,Filtrado,none,Abierto | Filtrado
594,Filtrado,none,Abierto | Filtrado
595,Filtrado,none,Abierto | Filtrado
596,Filtrado,none,Abierto | Filtrado
597,Filtrado,none,Abierto | Filtrado
598,Filtrado,none,Abierto | Filtrado
599,Filtrado,none,Abierto | Filtrado
600,Filtrado,none,Abierto | Filtrado
601,Filtrado,none,Abierto | Filtrado
602,Filtrado,none,Abierto | Filtrado
603,Filtrado,none,Abierto | Filtrado
604,Filtrado,none,Abierto | Filtrado
605,Filtrado,none,Abierto | Filtrado
606,Filtrado,none,Abierto | Filtrado
607,Filtrado,none,Abierto | Filtrado
608,Filtrado,none,Abierto | Filtrado
609,Filtrado,none,Abierto | Filtrado
610,Filtrado,none,Abierto | Filtrado
611,Filtrado,none,Abierto | Filtrado
612,Filtrado,none,Abierto | Filtrado
613,Filtrado,none,Abierto | Filtrado
614,Filtrado,none,Abierto | Filtrado
615,Filtrado,none,Abierto | Filtrado
616,Filtrado,none,Abierto | Filtrado
617,Filtrado,none,Abierto | Filtrado
618,Filtrado,none,Abierto | Filtrado
619,Filtrado,none,Abierto | Filtrado
620,Filtrado,none,Abierto | Filtrado
621,Filtrado,none,Abierto | Filtrado
622,Filtrado,none,Abierto | Filtrado
623,Filtrado,none,Abierto | Filtrado
624,Filtrado,none,Abierto | Filtrado
625,Filtrado,none,Abierto | Filtrado
626,Filtrado,none,Abierto | Filtrado
627,Filtrado,none,Abierto | Filtrado
628,Filtrado,none,Abierto | Filtrado
629,Filtrado,none,Abierto | Filtrado
630,Filtrado,none,Abierto | Filtrado
631,Filtrado,none,Abierto | Filtrado
632,Filtrado,none,Abierto | Filtrado
633,Filtrado,none,Abierto | Filtrado
634,Filtrado,none,Abierto | Filtrado
635,Filtrado,none,Abierto | Filtrado
636,Filtrado,none,Abierto | Filtrado
637,Filtrado,none,Abierto | Filtrado
638,Filtrado,none,Abierto | Filtrado
639,Filtrado,none,Abierto | Filtrado
640,Filtrado,none,Abierto | Filtrado
641,Filtrado,none,Abierto | Filtrado
642,Filtrado,none,Abierto | Filtrado
643,Filtrado,none,Abierto | Filtrado
644,Filtrado,none,Abierto | Filtrado
645,Filtrado,none,Abierto | Filtrado
646,Filtrado,none,Abierto | Filtrado
647,Filtrado,none,Abierto | Filtrado
648,Filtrado,none,Abierto | Filtrado
649,Filtrado,none,Abierto | Filtrado
650,Filtrado,none,Abierto | Filtrado
651,Filtrado,none,Abierto | Filtrado
652,Filtrado,none,Abierto | Filtrado
653,Filtrado,none,Abierto | Filtrado
654,Filtrado,none,Abierto | Filtrado
655,Filtrado,none,Abierto | Filtrado
656,Filtrado,none,Abierto | Filtrado
657,Filtrado,none,Abierto | Filtrado
658,Filtrado,none,Abierto | Filtrado
659,Filtrado,none,Abierto | Filtrado
660,Filtrado,none,Abierto | Filtrado
661,Filtrado,none,Abierto | Filtrado
662,Filtrado,none,Abierto | Filtrado
663,Filtrado,none,Abierto | Filtrado
664,Filtrado,none,Abierto | Filtrado
665,Filtrado,none,Abierto | Filtrado
666,Filtrado,none,Abierto | Filtrado
667,Filtrado,none,Abierto | Filtrado
668,Filtrado,none,Abierto | Filtrado
669,Filtrado,none,Abierto | Filtrado
670,Filtrado,none,Abierto | Filtrado
671,Filtrado,none,Abierto | Filtrado
672,Filtrado,none,Abierto | Filtrado
673,Filtrado,none,Abierto | Filtrado
674,Filtrado,none,Abierto | Filtrado
675,Filtrado,none,Abierto | Filtrado
676,Filtrado,none,Abierto | Filtrado
677,Filtrado,none,Abierto | Filtrado
678,Filtrado,none,Abierto | Filtrado
679,Filtrado,none,Abierto | Filtrado
680,Filtrado,none,Abierto | Filtrado
681,Filtrado,none,Abierto | Filtrado
682,Filtrado,none,Abierto | Filtrado
683,Filtrado,none,Abierto | Filtrado
684,Filtrado,none,Abierto | Filtrado
685,Filtrado,none,Abierto | Filtrado
686,Filtrado,none,Abierto | Filtrado
687,Filtrado,none,Abierto | Filtrado
688,Filtrado,none,Abierto | Filtrado
689,Filtrado,none,Abierto | Filtrado
690,Filtrado,none,Abierto | Filtrado
691,Filtrado,none,Abierto | Filtrado
692,Filtrado,none,Abierto | Filtrado
693,Filtrado,none,Abierto | Filtrado
694,Filtrado,none,Abierto | Filtrado
695,Filtrado,none,Abierto | Filtrado
696,Filtrado,none,Abierto | Filtrado
697,Filtrado,none,Abierto | Filtrado
698,Filtrado,none,Abierto | Filtrado
699,Filtrado,none,Abierto | Filtrado
700,Filtrado,none,Abierto | Filtrado
701,Filtrado,none,Abierto | Filtrado
702,Filtrado,none,Abierto | Filtrado
703,Filtrado,none,Abierto | Filtrado
704,Filtrado,none,Abierto | Filtrado
705,Filtrado,none,Abierto | Filtrado
706,Filtrado,none,Abierto | Filtrado
707,Filtrado,none,Abierto | Filtrado
708,Filtrado,none,Abierto | Filtrado
709,Filtrado,none,Abierto | Filtrado
710,Filtrado,none,Abierto | Filtrado
711,Filtrado,none,Abierto | Filtrado
712,Filtrado,none,Abierto | Filtrado
713,Filtrado,none,Abierto | Filtrado
714,Filtrado,none,Abierto | Filtrado
715,Filtrado,none,Abierto | Filtrado
716,Filtrado,none,Abierto | Filtrado
717,Filtrado,none,Abierto | Filtrado
718,Filtrado,none,Abierto | Filtrado
719,Filtrado,none,Abierto | Filtrado
720,Filtrado,none,Abierto | Filtrado
721,Filtrado,none,Abierto | Filtrado
722,Filtrado,none,Abierto | Filtrado
723,Filtrado,none,Abierto | Filtrado
724,Filtrado,none,Abierto | Filtrado
725,Filtrado,none,Abierto | Filtrado
726,Filtrado,none,Abierto | Filtrado
727,Filtrado,none,Abierto | Filtrado
728,Filtrado,none,Abierto | Filtrado
729,Filtrado,none,Abierto | Filtrado
730,Filtrado,none,Abierto | Filtrado
731,Filtrado,none,Abierto | Filtrado
732,Filtrado,none,Abierto | Filtrado
733,Filtrado,none,Abierto | Filtrado
734,Filtrado,none,Abierto | Filtrado
735,Filtrado,none,Abierto | Filtrado
736,Filtrado,none,Abierto | Filtrado
737,Filtrado,none,Abierto | Filtrado
738,Filtrado,none,Abierto | Filtrado
739,Filtrado,none,Abierto | Filtrado
740,Filtrado,none,Abierto | Filtrado
741,Filtrado,none,Abierto | Filtrado
742,Filtrado,none,Abierto | Filtrado
743,Filtrado,none,Abierto | Filtrado
744,Filtrado,none,Abierto | Filtrado
745,Filtrado,none,Abierto | Filtrado
746,Filtrado,none,Abierto | Filtrado
747,Filtrado,none,Abierto | Filtrado
748,Filtrado,none,Abierto | Filtrado
749,Filtrado,none,Abierto | Filtrado
750,Filtrado,none,Abierto | Filtrado
751,Filtrado,none,Abierto | Filtrado
752,Filtrado,none,Abierto | Filtrado
753,Filtrado,none,Abierto | Filtrado
754,Filtrado,none,Abierto | Filtrado
755,Filtrado,none,Abierto | Filtrado
756,Filtrado,none,Abierto | Filtrado
757,Filtrado,none,Abierto | Filtrado
758,Filtrado,none,Abierto | Filtrado
759,Filtrado,none,Abierto | Filtrado
760,Filtrado,none,Abierto | Filtrado
761,Filtrado,none,Abierto | Filtrado
762,Filtrado,none,Abierto | Filtrado
763,Filtrado,none,Abierto | Filtrado
764,Filtrado,none,Abierto | Filtrado
765,Filtrado,none,Abierto | Filtrado
766,Filtrado,none,Abierto | Filtrado
767,Filtrado,none,Abierto | Filtrado
768,Filtrado,none,Abierto | Filtrado
769,Filtrado,none,Abierto | Filtrado
770,Filtrado,none,Abierto | Filtrado
771,Filtrado,none,Abierto | Filtrado
772,Filtrado,none,Abierto | Filtrado
773,Filtrado,none,Abierto | Filtrado
774,Filtrado,none,Abierto | Filtrado
775,Filtrado,none,Abierto | Filtrado
776,Filtrado,none,Abierto | Filtrado
777,Filtrado,none,Abierto | Filtrado
778,Filtrado,none,Abierto | Filtrado
779,Filtrado,none,Abierto | Filtrado
780,Filtrado,none,Abierto | Filtrado
781,Filtrado,none,Abierto | Filtrado
782,Filtrado,none,Abierto | Filtrado
783,Filtrado,none,Abierto | Filtrado
784,Filtrado,none,Abierto | Filtrado
785,Filtrado,none,Abierto | Filtrado
786,Filtrado,none,Abierto | Filtrado
787,Filtrado,none,Abierto | Filtrado
788,Filtrado,none,Abierto | Filtrado
789,Filtrado,none,Abierto | Filtrado
790,Filtrado,none,Abierto | Filtrado
791,Filtrado,none,Abierto | Filtrado
792,Filtrado,none,Abierto | Filtrado
793,Filtrado,none,Abierto | Filtrado
794,Filtrado,none,Abierto | Filtrado
795,Filtrado,none,Abierto | Filtrado
796,Filtrado,none,Abierto | Filtrado
797,Filtrado,none,Abierto | Filtrado
798,Filtrado,none,Abierto | Filtrado
799,Filtrado,none,Abierto | Filtrado
800,Filtrado,none,Abierto | Filtrado
801,Filtrado,none,Abierto | Filtrado
802,Filtrado,none,Abierto | Filtrado
803,Filtrado,none,Abierto | Filtrado
804,Filtrado,none,Abierto | Filtrado
805,Filtrado,none,Abierto | Filtrado
806,Filtrado,none,Abierto | Filtrado
807,Filtrado,none,Abierto | Filtrado
808,Filtrado,none,Abierto | Filtrado
809,Filtrado,none,Abierto | Filtrado
810,Filtrado,none,Abierto | Filtrado
811,Filtrado,none,Abierto | Filtrado
812,Filtrado,none,Abierto | Filtrado
813,Filtrado,none,Abierto | Filtrado
814,Filtrado,none,Abierto | Filtrado
815,Filtrado,none,Abierto | Filtrado
816,Filtrado,none,Abierto | Filtrado
817,Filtrado,none,Abierto | Filtrado
818,Filtrado,none,Abierto | Filtrado
819,Filtrado,none,Abierto | Filtrado
820,Filtrado,none,Abierto | Filtrado
821,Filtrado,none,Abierto | Filtrado
822,Filtrado,none,Abierto | Filtrado
823,Filtrado,none,Abierto | Filtrado
824,Filtrado,none,Abierto | Filtrado
825,Filtrado,none,Abierto | Filtrado
826,Filtrado,none,Abierto | Filtrado
827,Filtrado,none,Abierto | Filtrado
828,Filtrado,none,Abierto | Filtrado
829,Filtrado,none,Abierto | Filtrado
830,Filtrado,none,Abierto | Filtrado
831,Filtrado,none,Abierto | Filtrado
832,Filtrado,none,Abierto | Filtrado
833,Filtrado,none,Abierto | Filtrado
834,Filtrado,none,Abierto | Filtrado
835,Filtrado,none,Abierto | Filtrado
836,Filtrado,none,Abierto | Filtrado
837,Filtrado,none,Abierto | Filtrado
838,Filtrado,none,Abierto | Filtrado
839,Filtrado,none,Abierto | Filtrado
840,Filtrado,none,Abierto | Filtrado
841,Filtrado,none,Abierto | Filtrado
842,Filtrado,none,Abierto | Filtrado
843,Filtrado,none,Abierto | Filtrado
844,Filtrado,none,Abierto | Filtrado
845,Filtrado,none,Abierto | Filtrado
846,Filtrado,none,Abierto | Filtrado
847,Filtrado,none,Abierto | Filtrado
848,Filtrado,none,Abierto | Filtrado
849,Filtrado,none,Abierto | Filtrado
850,Filtrado,none,Abierto | Filtrado
851,Filtrado,none,Abierto | Filtrado
852,Filtrado,none,Abierto | Filtrado
853,Filtrado,none,Abierto | Filtrado
854,Filtrado,none,Abierto | Filtrado
855,Filtrado,none,Abierto | Filtrado
856,Filtrado,none,Abierto | Filtrado
857,Filtrado,none,Abierto | Filtrado
858,Filtrado,none,Abierto | Filtrado
859,Filtrado,none,Abierto | Filtrado
860,Filtrado,none,Abierto | Filtrado
861,Filtrado,none,Abierto | Filtrado
862,Filtrado,none,Abierto | Filtrado
863,Filtrado,none,Abierto | Filtrado
864,Filtrado,none,Abierto | Filtrado
865,Filtrado,none,Abierto | Filtrado
866,Filtrado,none,Abierto | Filtrado
867,Filtrado,none,Abierto | Filtrado
868,Filtrado,none,Abierto | Filtrado
869,Filtrado,none,Abierto | Filtrado
870,Filtrado,none,Abierto | Filtrado
871,Filtrado,none,Abierto | Filtrado
872,Filtrado,none,Abierto | Filtrado
873,Filtrado,none,Abierto | Filtrado
874,Filtrado,none,Abierto | Filtrado
875,Filtrado,none,Abierto | Filtrado
876,Filtrado,none,Abierto | Filtrado
877,Filtrado,none,Abierto | Filtrado
878,Filtrado,none,Abierto | Filtrado
879,Filtrado,none,Abierto | Filtrado
880,Filtrado,none,Abierto | Filtrado
881,Filtrado,none,Abierto | Filtrado
882,Filtrado,none,Abierto | Filtrado
883,Filtrado,none,Abierto | Filtrado
884,Filtrado,none,Abierto | Filtrado
885,Filtrado,none,Abierto | Filtrado
886,Filtrado,none,Abierto | Filtrado
887,Filtrado,none,Abierto | Filtrado
888,Filtrado,none,Abierto | Filtrado
889,Filtrado,none,Abierto | Filtrado
890,Filtrado,none,Abierto | Filtrado
891,Filtrado,none,Abierto | Filtrado
892,Filtrado,none,Abierto | Filtrado
893,Filtrado,none,Abierto | Filtrado
894,Filtrado,none,Abierto | Filtrado
895,Filtrado,none,Abierto | Filtrado
896,Filtrado,none,Abierto | Filtrado
897,Filtrado,none,Abierto | Filtrado
898,Filtrado,none,Abierto | Filtrado
899,Filtrado,none,Abierto | Filtrado
900,Filtrado,none,Abierto | Filtrado
901,Filtrado,none,Abierto | Filtrado
902,Filtrado,none,Abierto | Filtrado
903,Filtrado,none,Abierto | Filtrado
904,Filtrado,none,Abierto | Filtrado
905,Filtrado,none,Abierto | Filtrado
906,Filtrado,none,Abierto | Filtrado
907,Filtrado,none,Abierto | Filtrado
908,Filtrado,none,Abierto | Filtrado
909,Filtrado,none,Abierto | Filtrado
910,Filtrado,none,Abierto | Filtrado
911,Filtrado,none,Abierto | Filtrado
912,Filtrado,none,Abierto | Filtrado
913,Filtrado,none,Abierto | Filtrado
914,Filtrado,none,Abierto | Filtrado
915,Filtrado,none,Abierto | Filtrado
916,Filtrado,none,Abierto | Filtrado
917,Filtrado,none,Abierto | Filtrado
918,Filtrado,none,Abierto | Filtrado
919,Filtrado,none,Abierto | Filtrado
920,Filtrado,none,Abierto | Filtrado
921,Filtrado,none,Abierto | Filtrado
922,Filtrado,none,Abierto | Filtrado
923,Filtrado,none,Abierto | Filtrado
924,Filtrado,none,Abierto | Filtrado
925,Filtrado,none,Abierto | Filtrado
926,Filtrado,none,Abierto | Filtrado
927,Filtrado,none,Abierto | Filtrado
928,Filtrado,none,Abierto | Filtrado
929,Filtrado,none,Abierto | Filtrado
930,Filtrado,none,Abierto | Filtrado
931,Filtrado,none,Abierto | Filtrado
932,Filtrado,none,Abierto | Filtrado
933,Filtrado,none,Abierto | Filtrado
934,Filtrado,none,Abierto | Filtrado
935,Filtrado,none,Abierto | Filtrado
936,Filtrado,none,Abierto | Filtrado
937,Filtrado,none,Abierto | Filtrado
938,Filtrado,none,Abierto | Filtrado
939,Filtrado,none,Abierto | Filtrado
940,Filtrado,none,Abierto | Filtrado
941,Filtrado,none,Abierto | Filtrado
942,Filtrado,none,Abierto | Filtrado
943,Filtrado,none,Abierto | Filtrado
944,Filtrado,none,Abierto | Filtrado
945,Filtrado,none,Abierto | Filtrado
946,Filtrado,none,Abierto | Filtrado
947,Filtrado,none,Abierto | Filtrado
948,Filtrado,none,Abierto | Filtrado
949,Filtrado,none,Abierto | Filtrado
950,Filtrado,none,Abierto | Filtrado
951,Filtrado,none,Abierto | Filtrado
952,Filtrado,none,Abierto | Filtrado
953,Filtrado,none,Abierto | Filtrado
954,Filtrado,none,Abierto | Filtrado
955,Filtrado,none,Abierto | Filtrado
956,Filtrado,none,Abierto | Filtrado
957,Filtrado,none,Abierto | Filtrado
958,Filtrado,none,Abierto | Filtrado
959,Filtrado,none,Abierto | Filtrado
960,Filtrado,none,Abierto | Filtrado
961,Filtrado,none,Abierto | Filtrado
962,Filtrado,none,Abierto | Filtrado
963,Filtrado,none,Abierto | Filtrado
964,Filtrado,none,Abierto | Filtrado
965,Filtrado,none,Abierto | Filtrado
966,Filtrado,none,Abierto | Filtrado
967,Filtrado,none,Abierto | Filtrado
968,Filtrado,none,Abierto | Filtrado
969,Filtrado,none,Abierto | Filtrado
970,Filtrado,none,Abierto | Filtrado
971,Filtrado,none,Abierto | Filtrado
972,Filtrado,none,Abierto | Filtrado
973,Filtrado,none,Abierto | Filtrado
974,Filtrado,none,Abierto | Filtrado
975,Filtrado,none,Abierto | Filtrado
976,Filtrado,none,Abierto | Filtrado
977,Filtrado,none,Abierto | Filtrado
978,Filtrado,none,Abierto | Filtrado
979,Filtrado,none,Abierto | Filtrado
980,Filtrado,none,Abierto | Filtrado
981,Filtrado,none,Abierto | Filtrado
982,Filtrado,none,Abierto | Filtrado
983,Filtrado,none,Abierto | Filtrado
984,Filtrado,none,Abierto | Filtrado
985,Filtrado,none,Abierto | Filtrado
986,Filtrado,none,Abierto | Filtrado
987,Filtrado,none,Abierto | Filtrado
988,Filtrado,none,Abierto | Filtrado
989,Filtrado,none,Abierto | Filtrado
990,Filtrado,none,Abierto | Filtrado
991,Filtrado,none,Abierto | Filtrado
992,Filtrado,none,Abierto | Filtrado
993,Filtrado,none,Abierto | Filtrado
994,Filtrado,none,Abierto | Filtrado
995,Filtrado,none,Abierto | Filtrado
996,Filtrado,none,Abierto | Filtrado
997,Filtrado,none,Abierto | Filtrado
998,Filtrado,none,Abierto | Filtrado
999,Filtrado,none,Abierto | Filtrado
1000,Filtrado,none,Abierto | Filtrado
1001,Filtrado,none,Abierto | Filtrado
1002,Filtrado,none,Abierto | Filtrado
1003,Filtrado,none,Abierto | Filtrado
1004,Filtrado,none,Abierto | Filtrado
1005,Filtrado,none,Abierto | Filtrado
1006,Filtrado,none,Abierto | Filtrado
1007,Filtrado,none,Abierto | Filtrado
1008,Filtrado,none,Abierto | Filtrado
1009,Filtrado,none,Abierto | Filtrado
1010,Filtrado,none,Abierto | Filtrado
1011,Filtrado,none,Abierto | Filtrado
1012,Filtrado,none,Abierto | Filtrado
1013,Filtrado,none,Abierto | Filtrado
1014,Filtrado,none,Abierto | Filtrado
1015,Filtrado,none,Abierto | Filtrado
1016,Filtrado,none,Abierto | Filtrado
1017,Filtrado,none,Abierto | Filtrado
1018,Filtrado,none,Abierto | Filtrado
1019,Filtrado,none,Abierto | Filtrado
1020,Filtrado,none,Abierto | Filtrado
1021,Filtrado,none,Abierto | Filtrado
1022,Filtrado,none,Abierto | Filtrado
1023,Filtrado,none,Abierto | Filtrado
1024,Filtrado,none,Abierto | Filtrado
